# Name: PhysicalDice1
# PositionX.PositionY.PositionZ.RotationX.RotationY.RotationZ.RotationW
42,8.102.-66,9.0,3189003.-0,1892394.0,06514187.0,9264165
49,07777.70,6194.-82,88495.0,2054233.-0,1906198.0,0345781.0,9593069
49,32287.70,39456.-83,48947.0,1999563.-0,1907659.0,03344734.0,9604723
49,56868.70,15549.-84,09481.0,1944634.-0,1909189.0,0323235.0,9616076
49,81493.69,90156.-84,70061.0,1889471.-0,191078.0,03120876.0,9627119
50,06151.69,63243.-85,30679.0,1834166.-0,1912386.0,03010349.0,9637842
50,30828.69,34806.-85,91323.0,177874.-0,1913986.0,02900773.0,9648243
50,5552.69,04834.-86,52022.0,1723151.-0,1915555.0,02791998.0,9658336
50,80334.68,73273.-87,12658.0,1667385.-0,1917323.0,02684356.0,9668074
51,05141.68,40403.-87,73537.0,1611594.-0,1918939.0,02577314.0,9677501
51,30046.68,06209.-88,34589.0,1555302.-0,1920625.0,02471411.0,9686649
51,55064.67,70671.-88,95801.0,1498801.-0,1922289.0,02365458.0,9695486
51,80188.67,33763.-89,57137.0,1442032.-0,1923917.0,02259103.0,9704023
52,0542.66,95449.-90,18584.0,1385091.-0,1925523.0,02151672.0,9712239
52,30724.66,55659.-90,80114.0,1328034.-0,1927122.0,0204363.0,9720122
52,56125.66,14421.-91,41768.0,1270781.-0,1928709.0,01935356.0,9727679
52,81615.65,71728.-92,03539.0,121334.-0,1930296.0,01826648.0,9734907
53,07174.65,27548.-92,65408.0,1155698.-0,1931884.0,01717276.0,9741801
53,32771.64,81827.-93,2734.0,1097815.-0,1933467.0,01606459.0,9748369
53,58386.64,34487.-93,89276.0,1039794.-0,1935083.0,01496031.0,9754583
53,84026.63,85485.-94,5118.0,09815282.-0,1936778.0,01386244.0,9760445
54,09693.63,34813.-95,13055.0,09230664.-0,1938463.0,01276653.0,9765962
54,35369.62,82454.-95,74881.0,08644328.-0,1940118.0,01166648.0,9771136
54,61021.62,28391.-96,36632.0,08056113.-0,1941746.0,01055273.0,9775965
54,86666.61,72652.-96,9832.0,07466879.-0,1943372.0,009454855.0,9780431
55,12305.61,15228.-97,59937.0,06876405.-0,194498.0,008364228.0,9784539
55,37938.60,56115.-98,21476.0,06285348.-0,1946532.0,007276865.0,9788293
55,63567.59,95333.-98,83005.0,05696707.-0,1947726.0,006191638.0,9791732
55,89224.59,3289.-99,44595.0,05113506.-0,1948256.0,005125554.0,9794906
56,14921.58,68666.-100,0623.0,04532927.-0,1948205.0,004052879.0,9797825
56,40577.58,02617.-100,6781.0,03949696.-0,1947761.0,002977803.0,9800476
56,66184.57,34505.-101,2935.0,03360771.-0,1947068.0,001898316.0,9802837
56,91768.56,64414.-101,9086.0,02770348.-0,1946286.0,0008135018.0,9804854
57,17332.55,92406.-102,5238.0,0217894.-0,1945379.-0,0002684121.0,9806529
57,42867.55,18486.-103,1388.0,01587251.-0,1944363.-0,001346346.0,9807858
57,68372.54,42652.-103,7534.0,009961884.-0,1943267.-0,002418162.0,9808833
57,93838.53,64901.-104,3675.0,004058713.-0,1942092.-0,003488143.0,9809455
58,19264.52,85242.-104,981.-0,00183115.-0,194085.-0,004555052.0,9809725
58,41754.52,16481.-105,5917.-0,007935275.-0,1949795.-0,004563449.0,9807646
58,52475.52,35995.-105,7877.-0,01439323.-0,1955871.-0,005559045.0,980565
58,60649.52,55351.-105,9238.-0,01473333.-0,1963925.-0,004564995.0,9804041
58,61204.52,74403.-106,0044.-0,01540714.-0,1974906.-0,004756544.0,9801722
58,61444.52,90074.-106,0713.-0,01591671.-0,1980516.-0,004714307.0,980051
58,61191.52,99892.-106,1864.-0,01608797.-0,1978763.-0,004460738.0,9800849
58,63393.53,05579.-106,32.-0,01599376.-0,1981556.-0,004441133.0,9800301
58,65545.53,09596.-106,4533.-0,01591309.-0,1984231.-0,004424816.0,9799773
58,67695.53,12002.-106,5866.-0,01583531.-0,1986867.-0,004410431.0,9799252
58,69843.53,12801.-106,7198.-0,01575977.-0,1989468.-0,004397828.0,9798737
58,7199.53,11992.-106,853.-0,01568635.-0,1992036.-0,004386896.0,9798228
58,74135.53,09576.-106,9862.-0,01561509.-0,1994568.-0,004377794.0,9797724
58,75736.53,06105.-107,1154.-0,01551851.-0,1996588.-0,004144095.0,9797338
58,77281.53,01751.-107,2351.-0,01537085.-0,1998804.-0,004014872.0,9796915
58,76844.53,0057.-107,3407.-0,01538623.-0,2000356.-0,003818616.0,9796603
58,75771.53,00481.-107,4339.-0,01538079.-0,2000215.-0,003775131.0,9796635
58,74425.53,00274.-107,506.-0,01512149.-0,1997701.-0,003932231.0,9797183
58,73221.52,98827.-107,5717.-0,01431795.-0,1998532.-0,003619149.0,9797146
58,70891.52,94204.-107,6212.-0,01282313.-0,2004488.-0,003046229.0,9796156
58,66814.52,89692.-107,6137.-0,01194532.-0,200753.-0,002224046.0,9795666
58,64166.52,86261.-107,5863.-0,01069617.-0,2009487.-0,00178017.0,9795418
58,61851.52,82623.-107,5597.-0,009219234.-0,2012696.-0,001509503.0,9794913
58,59978.52,7848.-107,5242.-0,007722867.-0,2014245.-0,001296663.0,9794728
58,58027.52,73466.-107,4849.-0,005975258.-0,2016543.-0,001088509.0,9794379
58,56134.52,68093.-107,4342.-0,004064997.-0,2016648.-0,000799301.0,9794459
58,53944.52,62186.-107,3775.-0,0019623.-0,2016364.-0,0004134937.0,9794585
58,51419.52,55642.-107,3164.0,0003459509.-0,2016254.4,007929E-05.0,9794627
58,50441.52,5664.-107,3062.0,0006713521.-0,201748.0,0001135317.0,9794373
58,50457.52,5817.-107,3099.0,0006926043.-0,201719.0,0002227077.0,9794432
58,50642.52,58316.-107,3123.0,0005930215.-0,2017223.0,0001748561.0,9794427
58,51017.52,57613.-107,3187.0,0003377843.-0,2017329.9,889403E-05.0,9794406
58,51563.52,5638.-107,3308.-0,0001250291.-0,2017396.3,695532E-06.0,9794392
58,51638.52,56847.-107,3324.-0,0001518101.-0,2016825.-6,20249E-05.0,9794509
58,51529.52,56775.-107,3295.-6,599497E-05.-0,2017012.-2,3812E-05.0,9794471
58,51471.52,56709.-107,3277.-4,233661E-06.-0,2017207.-2,37554E-06.0,9794431
58,51459.52,56696.-107,3273.1,142446E-05.-0,2017232.1,3933E-06.0,9794426
58,5146.52,56692.-107,3274.7,195538E-06.-0,2017214.3,837616E-07.0,979443
58,5146.52,5669.-107,3276.1,653664E-06.-0,2017193.-2,850746E-07.0,9794434
58,51458.52,5669.-107,3277.-4,486269E-07.-0,2017187.-1,352115E-08.0,9794435
58,51457.52,5669.-107,3277.-4,198938E-07.-0,2017187.1,831649E-07.0,9794435
58,51458.52,5669.-107,3277.-9,301155E-08.-0,2017188.1,922438E-07.0,9794435
58,51459.52,5669.-107,3277.7,185709E-08.-0,2017189.4,276843E-08.0,9794435
58,51459.52,5669.-107,3277.4,777776E-08.-0,201719.-3,260307E-08.0,9794435
58,51459.52,5669.-107,3277.1,263396E-08.-0,2017191.-6,294027E-08.0,9794435
58,51459.52,5669.-107,3277.8,748797E-09.-0,2017191.-1,262339E-08.0,9794435
58,51459.52,5669.-107,3277.1,775483E-08.-0,2017191.-5,541358E-09.0,9794435
58,51459.52,5669.-107,3277.2,811995E-08.-0,2017191.-4,061682E-09.0,9794435
58,51459.52,5669.-107,3277.1,699093E-08.-0,2017191.-8,200344E-09.0,9794435
58,51459.52,5669.-107,3277.2,377939E-08.-0,2017191.-1,018277E-08.0,9794435
58,51459.52,5669.-107,3277.1,179716E-08.-0,2017191.-1,526262E-08.0,9794435
58,51459.52,5669.-107,3277.8,198072E-09.-0,2017191.-6,301449E-09.0,9794435
58,51459.52,5669.-107,3277.1,598655E-08.-0,2017191.-6,718067E-09.0,9794435
58,51459.52,5669.-107,3277.2,529829E-08.-0,2017191.-7,575087E-09.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
58,51459.52,5669.-107,3277.1,377472E-08.-0,2017191.-1,242433E-08.0,9794435
